LakeID,LakeName,IIIa,IIIa.,IIIb,IIIb.,IIIc,IIIc.,IIa,IIa.,IIb,IIb.,IIc,IIc.,Ia,Ib,Ic,IR6,IR6.Num,IR6.den,MBT5ME,Lat,Long,Sample Depth,Lake area,MAT,AutumT,WinterT,SpringT,SummerT,Soi_pH,WT,Surface WT,Wsalinity,WpH
923,Charron,34581.29469,6128.935095,65987.52647,7519.173044,77592.64922,0,97308.93905,0,30480.28722,178715.5254,16192.00903,3523.189002,0,26618.71044,10138.96031,0.35,195886.82,554787.2,0.170711669,52.4,-104.31,8.8,4.02,0.5,2.23,-16.93,0.73,15.93,6.91,16.78,18.9,4.9,10.55
924,Cutbank,204555.7343,447515.631,16949.1328,28378.34157,270659.9627,0,495316.3224,0,123669.2477,126239.5888,374703.4414,7247.137327,9694.570045,156395.6509,20440.96755,0.27,609380.7,2281765.73,0.134701351,50.54,-107,2.4,2.36,3.4,4.43,-12.03,3.5,17.6,6.6,20.43,20.9,2.41,9.13
925,WhiteBear,56279.77969,313056.5513,11949.21867,32406.78054,80611.34632,0,353848.3712,0,43684.70073,81385.81419,304769.0045,3075.478962,4388.644806,38385.26394,82223.01795,0.31,429924.62,1406063.97,0.141466646,49.77,-102.28,8.5,8.57,1.7,3.2,-15.07,1.9,16.6,5.82,19.18,19.2,2.03,8.67
926,Reflex,0,17608.7361,0,0,28516.3215,0,18020.63324,0,0,0,40248.74779,0,0,0,0,0.17,17608.74,104394.44,0,52.66,-110.01,2.8,5.52,2.1,3.4,-14.07,2.67,16.53,6.3,22.4,22.4,102.22,9.4
928,Lac Pelletier,1149242.358,2018834.955,77381.61703,252514.965,0,626002.486,1099287.51,0,339827.1815,679368.526,23862.01619,713604.4885,41280.92691,309568.9165,47575.81545,0.58,4290325.42,7378351.76,0.132338982,49.99,-107.94,8.8,3.02,3.5,4.47,-10.9,3.57,17.03,6.64,20.95,21.67,0.41,9.46
929,Richmond,34195.90227,248268.2151,6830.205316,13045.72485,234891.5879,0,158381.6728,0,31448.69196,42756.40005,281463.0697,0,3523.235755,36397.79101,8414.544684,0.28,304070.34,1099617.04,0.087275907,52,-108.02,1.8,3.18,1.7,2.97,-15.27,2.33,16.57,6.77,18.06,18.06,10.02,8.62
930,Dewey,30800.17444,198672.5026,17358.03447,10142.6832,185872.6132,0,124292.4816,0,21107.2662,20429.53275,200412.8425,0,0,21597.77444,4965.881515,0.27,229244.72,835651.79,0.065885936,50.58,-107.07,2.3,0.53,3.2,4.3,-12.3,3.27,17.33,6.8,18.8,19.03,8.54,8.4
931,Round,1477936.306,1303409.776,124609.6023,166600.6546,1334267.307,23455.09796,1159816.476,26225.76264,834322.6997,720181.8219,893421.4967,65748.15946,60388.91628,607179.5558,124040.193,0.26,2305621.27,8921603.83,0.153498633,50.54,-102.4,10.4,11.57,2.2,3.77,-15.03,2.67,17.5,7.26,21.53,22.6,0.83,8.82
933,Pasqua,121669.2282,125278.5692,6442.560777,10783.3235,131065.8789,0,150727.1686,0,55180.71608,53439.4649,105203.5183,3195.358386,0,52424.20467,9051.42903,0.23,192696.72,824461.42,0.12438008,50.78,-103.95,12.5,18.69,2.3,3.9,-14.87,2.57,17.53,7.21,21.13,22.3,0.77,8.78
934,Lenore SB,115609.2825,374509.1928,15749.16743,34499.31659,176373.351,0,421530.5961,0,148162.611,133229.1207,339832.2209,12612.62383,9877.383885,149109.5546,56806.70158,0.28,554850.25,1987901.12,0.173896938,52.44,-105.02,9.1,0,1,2.77,-16.63,1.3,16.67,7.06,20.95,21.54,2.21,9.38
935,L. Manitou,3395.871465,6747.941573,0,0,4268.948713,0,9632.401639,0,3238.573944,3621.627016,10907.44725,0,0,0,0,0.25,10369.57,41812.81,0,52.61,-109.6,3.8,6.73,2.2,3.83,-15.07,2.43,17.43,6.46,21.45,21.56,44.43,9.19
936,Adrian,275534.607,858265.3675,15180.84458,54249.35152,490292.277,0,1100796.795,0,97373.96772,297490.6092,614789.5198,3530.335612,20671.43525,198422.5904,17711.02092,0.3,1213535.66,4044308.72,0.101838495,49.69,-102.87,1.2,0.25,2.5,4.1,-14.33,2.83,17.53,6.76,19.83,19.8,0.79,9.13
937,Gull,220795.8983,412443.9026,16445.05849,31927.91247,227087.9449,0,379642.2739,0,124537.3513,139346.7028,205204.0347,6871.563328,6686.873026,127643.1555,19443.95497,0.31,590590.08,1918076.63,0.141863998,50.11,-108.5,5,0.59,3.5,4.4,-10.9,3.57,16.97,6.95,20.08,20.1,2.04,8.96
938,Deadmoose,25042.54542,54819.84982,0,3960.703754,41418.46618,0,61878.53028,0,22033.37487,19890.93478,56458.20909,0,0,21260.5094,4761.035408,0.25,78671.49,311524.16,0.135929443,52.31,-105.17,15.1,10.7,1.2,3,-16.37,1.53,16.77,6.99,12.53,19.8,12.27,8.87
939,Success,5415.980699,24717.89772,0,0,5424.108184,0,25277.00697,0,4669.685353,4159.677403,34525.47713,0,0,3401.562143,0,0.27,28877.58,107591.4,0.046412546,50.49,-108.02,17.4,1.42,3.6,4.6,-11.5,3.73,17.53,6.64,11.21,22.25,34.97,8.62
